inventoryid,store,city,brand,description,size,onhand,price,startdate
6277,14,West Deborahville,"Dunn, Martinez and Brandt",Hand Product,Medium,55,73.54,2025-01-11
6278,27,New Thomas,Walker Inc,Over Product,Medium,93,68.85,2025-01-01
6279,30,East Tiffanytown,Dawson Inc,Action Product,Large,36,94.44,2025-03-06
6280,49,Port Heatherside,Mcpherson and Sons,Marriage Product,Large,110,39.02,2024-09-25
6281,47,Adriennemouth,"Gregory, Fowler and Miller",Between Product,Large,127,81.32,2024-07-29
6282,17,East Matthewborough,"Gregory, Fowler and Miller",There Product,Large,0,40.54,2024-08-17
6283,12,New Amberport,Fitzpatrick-Sanders,Current Product,Large,215,31.96,2024-07-27
6284,38,Ashleymouth,Hunt-Tucker,View Product,Small,181,46.48,2024-07-03
6285,17,Elizabethfurt,Richardson Group,Clearly Product,Small,21,18.33,2024-08-21
6286,6,West Matthewstad,"Sanchez, Miller and Tucker",Thank Product,Small,223,55.58,2024-10-05
6287,50,Zunigaview,"Walker, Zimmerman and Williams",Fall Product,Large,132,7.23,2024-07-26
6288,43,New Nancy,Charles Ltd,Newspaper Product,Large,142,68.27,2025-01-11
6289,33,Tannerborough,"Briggs, Morris and Weber",Guess Product,Large,0,28.76,2024-10-11
6290,26,Lake Kristen,Hansen Inc,Imagine Product,Small,124,17.44,2025-04-04
6291,19,East Terri,Dunlap Ltd,Arm Product,Medium,240,54.56,2025-01-17
6292,14,East Trevormouth,"Briggs, Morris and Weber",This Product,Large,268,55.3,2024-05-13
6293,6,Reidchester,Bell Ltd,Both Product,Small,81,62.31,2025-01-25
6294,38,New Nathanielbury,"West, Reed and Berry",On Product,Large,227,80.56,2024-08-04
6295,3,New Ethanshire,Lin and Sons,Cup Product,Large,0,41.9,2025-02-25
6296,27,Gonzalezbury,Johnson PLC,True Product,Medium,51,25.85,2025-01-07
6297,18,Port Ronaldstad,Snyder-Kelly,Nor Product,Large,0,8.48,2024-12-29
6298,19,Huynhbury,Reynolds LLC,Who Product,Large,143,21.02,2024-12-14
6299,37,Nguyenland,Brennan Group,Past Product,Small,13,32.82,2024-11-06
6300,33,Robertsstad,Ross LLC,Others Product,Small,0,29.65,2024-10-30
6301,26,Ashleymouth,Gates-Stevens,Into Product,Medium,0,85.57,2024-12-21
6302,48,Sanchezside,Mitchell LLC,Send Product,Small,155,23.21,2025-01-25
6303,40,Julianborough,"Ruiz, Rodriguez and Lane",With Product,Small,90,41.75,2024-05-21
6304,11,Jonborough,Zamora Ltd,Voice Product,Small,86,32.95,2024-06-01
6305,15,Parkerstad,Patterson-Mcmahon,Because Product,Large,41,24.8,2024-10-04
6306,34,North Richardchester,Perkins-Roberts,Eye Product,Medium,48,56.67,2024-09-25
6307,50,Lake Nicole,Davis-Vasquez,Dream Product,Small,100,92.28,2024-11-07
6308,12,Brandonbury,Dunlap Ltd,Arm Product,Medium,17,54.56,2025-01-16
6309,27,Janiceborough,"Kelly, Smith and Aguilar",Similar Product,Medium,129,94.55,2025-03-25
6310,50,North Whitneytown,Rowe-Lewis,House Product,Medium,126,9.47,2024-09-04
6311,32,Nancyshire,Mitchell-Watson,Citizen Product,Small,223,53.26,2024-12-10
6312,29,West Stacy,Mason-Logan,Sister Product,Small,59,12.1,2025-01-13
6313,31,South Edward,Estrada Inc,Behavior Product,Small,0,29.58,2024-11-18
6314,5,Yangport,"Hancock, Peters and Holmes",System Product,Large,123,75.82,2024-06-24
6315,16,East Elizabethborough,"Freeman, Larson and Clark",Hit Product,Large,120,91.49,2024-12-15
6316,34,Downsberg,Schmidt-Mathews,Truth Product,Medium,91,35.91,2024-08-03
6317,20,North Ian,Sawyer-Lane,Store Product,Small,211,94.28,2024-09-10
6318,24,East Nicholas,Howard Inc,Tough Product,Small,99,96.77,2024-10-13
6319,46,Ferrelltown,"Turner, Armstrong and Fernandez",Expert Product,Large,152,12.27,2024-08-08
6320,44,Lambertmouth,Brown-Marshall,Reveal Product,Small,0,49.43,2024-12-30
6321,11,East Michaelberg,Mosley PLC,Buy Product,Medium,174,58.09,2024-06-10
6322,21,East Thomaston,Wagner Group,Man Product,Medium,74,48.81,2024-04-29
6323,15,Rodriguezton,Williams Inc,Find Product,Large,178,58.47,2024-04-26
6324,25,Lisaport,Walker Inc,Over Product,Medium,97,68.85,2024-10-26
6325,21,Lauraport,Walker Inc,Spend Product,Medium,99,61.4,2024-10-18
6326,49,New Brandonmouth,Kirk-Perry,Reason Product,Small,207,44.15,2025-01-22
6327,3,Mikeborough,"Powell, Mcdaniel and Thomas",Cold Product,Large,40,51.7,2024-10-05
6328,36,Tiffanymouth,Obrien-Thompson,Player Product,Large,112,48.4,2024-04-07
6329,34,Johnstad,Daniels PLC,Director Product,Large,0,83.39,2024-11-23
6330,27,Williamshaven,Short-Cook,Science Product,Small,127,63.34,2024-12-19
6331,38,Port Ericview,Reynolds LLC,Only Product,Small,114,25.79,2024-04-23
6332,10,West Veronica,"Hamilton, Rivera and Kelley",Case Product,Medium,85,18.71,2025-03-09
6333,24,South Aaron,Bass and Sons,Box Product,Large,100,49.0,2024-10-08
6334,3,Lake Darrell,Martinez-Giles,Point Product,Small,0,37.44,2024-09-20
6335,4,West Teresa,"Jones, Martinez and Taylor",Tree Product,Small,0,52.66,2024-06-16
6336,8,Ashleyport,Pittman-Lucas,Skill Product,Large,164,44.73,2024-06-27
6337,6,Johnview,Lin and Sons,Close Product,Large,0,34.61,2025-01-07
6338,2,West Bethanyland,Davis-Reyes,Red Product,Medium,120,48.92,2024-06-19
6339,8,South Christopherhaven,Brown Inc,Us Product,Medium,52,71.04,2024-11-16
6340,13,Terryview,Schmidt-Mathews,Eat Product,Large,135,32.5,2024-04-25
6341,16,Briannaland,"Garza, Perkins and Clark",Nature Product,Small,0,98.11,2025-01-22
6342,16,Fieldsmouth,"George, Macdonald and Harper",Our Product,Large,51,6.12,2024-05-14
6343,42,South Courtney,Johnson Inc,Wait Product,Medium,61,66.03,2024-06-17
6344,24,Freemanberg,Mitchell LLC,Send Product,Small,17,23.21,2024-08-30
6345,31,Port Sarahside,Smith-Aguilar,Whole Product,Large,129,44.38,2024-08-01
6346,18,New Allenstad,Lin and Sons,Cup Product,Large,0,41.9,2024-08-23
6347,38,West Angelabury,Conrad and Sons,Seat Product,Small,48,70.48,2024-05-05
6348,27,Blackwellland,"Massey, Lewis and Walter",Miss Product,Medium,85,49.67,2024-11-29
6349,23,Allenmouth,Rodriguez-Palmer,Account Product,Large,180,45.68,2024-07-10
6350,31,Briannafort,Mason-Logan,Sister Product,Small,139,12.1,2025-01-13
6351,18,Peggyton,"Kemp, Gillespie and Esparza",Major Product,Medium,24,76.86,2024-08-10
6352,21,South Charlotteview,"Campbell, Black and Smith",Bill Product,Large,146,94.64,2025-02-22
6353,32,Gardnerbury,Conrad and Sons,Morning Product,Large,0,55.64,2024-11-21
6354,20,Turnerburgh,"Turner, Armstrong and Fernandez",Three Product,Small,75,10.54,2025-02-03
6355,39,Higginschester,Price Group,Experience Product,Medium,152,57.95,2024-11-05
6356,22,West Kaylahaven,"Nguyen, Robinson and Mitchell",Minute Product,Small,0,67.21,2024-05-19
6357,46,West Andrewfort,Lloyd Ltd,Medical Product,Large,68,25.51,2024-04-20
6358,10,New Michaelborough,Gomez-Moran,Rise Product,Medium,193,33.29,2025-02-05
6359,14,Port Teresa,"Cannon, Reynolds and Alvarado",Bar Product,Small,11,7.5,2024-04-11
6360,30,Port Stacie,Phillips Inc,Believe Product,Large,0,28.28,2025-03-01
6361,46,Alicialand,Archer PLC,Response Product,Small,0,25.63,2024-11-29
6362,17,North Stanley,"Delgado, Green and Wade",They Product,Medium,0,17.65,2024-04-22
6363,31,Amychester,Long Ltd,Area Product,Large,133,10.76,2024-04-15
6364,23,Kleinview,Vasquez-Velasquez,Bill Product,Medium,215,88.52,2024-12-26
6365,22,Lake Victoria,Mcpherson and Sons,Lose Product,Large,211,36.14,2024-12-27
6366,30,West Michael,"Smith, Davis and Wright",Instead Product,Large,77,52.47,2024-06-21
6367,6,Schwartzhaven,Brown-Marshall,North Product,Medium,231,58.38,2024-07-24
6368,22,North Cristinaburgh,Sawyer Inc,Value Product,Small,51,8.95,2024-08-19
6369,41,North Leah,Brown-Mann,Force Product,Large,0,21.15,2024-07-30
6370,42,Port Ruth,"Bailey, Avery and Edwards",Beyond Product,Small,89,85.95,2024-08-09
6371,22,Paynemouth,Morales-Knox,Choose Product,Small,111,50.84,2024-08-30
6372,21,Lake Emilybury,Russell and Sons,Song Product,Small,139,97.49,2024-08-24
6373,4,South Keithborough,"Dalton, Sanders and Cantrell",Natural Product,Medium,64,62.54,2024-08-25
6374,47,Hallview,Fitzpatrick-Sanders,Second Product,Medium,104,21.98,2025-03-15
6375,49,Reidfort,Grimes Group,Happy Product,Medium,104,27.03,2024-10-15
6376,27,Port Scottberg,Best Group,Attack Product,Large,54,77.33,2024-10-01
6377,35,New Jessicaland,Sullivan-Choi,Century Product,Large,195,93.45,2024-09-03
6378,9,Connieborough,Bennett-Collins,First Product,Medium,92,71.63,2024-12-25
6379,3,North Haileyhaven,"Walker, Zimmerman and Williams",Course Product,Medium,138,98.25,2025-02-06
6380,36,Port Cristina,Roy Group,Beat Product,Medium,86,64.9,2024-08-18
6381,24,New Isabelside,Long Ltd,Help Product,Large,191,15.46,2024-08-31
6382,12,Port Amyland,Walker Inc,Over Product,Medium,29,68.85,2024-06-15
6383,26,New Donaldhaven,Mercado-Jacobson,Theory Product,Medium,0,96.12,2024-09-07
6384,9,South Zachary,Bell Ltd,Result Product,Small,199,53.14,2024-07-17
6385,34,Perezfort,Garcia-Ramirez,Appear Product,Medium,53,14.96,2024-09-03
6386,20,Andersonhaven,"Dunn, Martinez and Brandt",Goal Product,Small,0,78.44,2024-11-02
6387,41,Port Hayley,Rogers-Sanchez,Food Product,Medium,159,45.87,2024-07-24
6388,35,Justinside,Rogers-Sanchez,Most Product,Large,107,48.11,2024-04-09
6389,25,North Johnton,Dawson Inc,Big Product,Large,186,21.25,2025-02-16
6390,33,Lake Dillon,"Martin, Cline and Kramer",Design Product,Medium,160,55.85,2024-06-25
6391,24,Sabrinafurt,"Strickland, Jones and Padilla",Make Product,Large,111,44.39,2024-11-11
6392,20,South Danielle,"Ellis, Scott and Johnson",Necessary Product,Medium,195,95.92,2024-05-22
6393,13,East Meghan,"Tucker, Jones and Hart",Push Product,Small,47,92.64,2024-11-20
6394,33,Dennisberg,"Hernandez, Davis and Williams",Little Product,Small,178,60.11,2025-03-21
6395,46,Port Erneststad,"Vasquez, Morris and Ramos",Notice Product,Small,50,72.64,2024-06-24
6396,9,Kimberlymouth,"Shannon, Lee and Noble",Field Product,Medium,105,51.05,2024-10-07
6397,8,Robersontown,Short-Cook,Firm Product,Medium,213,6.09,2024-06-14
6398,33,Stonebury,Williams-Mcintosh,Over Product,Small,26,69.84,2024-06-02
6399,3,South Charlesburgh,Long Ltd,Have Product,Medium,192,26.72,2025-01-24
6400,25,Harrismouth,Lyons PLC,Write Product,Small,28,98.29,2024-08-08
6401,9,Lake Courtneyton,Osborne-Brown,Right Product,Large,199,79.98,2024-12-16
6402,6,Williamsberg,Williamson Group,Cultural Product,Medium,82,25.99,2025-01-24
6403,10,Mitchellton,Mitchell LLC,Really Product,Small,0,71.84,2024-05-29
6404,11,Taylorberg,Williams LLC,Have Product,Small,135,87.17,2024-12-11
6405,41,Olsonmouth,Long and Sons,Officer Product,Small,217,42.51,2025-03-29
6406,34,East Keithland,"Bradley, Baker and Mcneil",Sometimes Product,Large,271,11.19,2024-06-10
6407,22,Wilsonfort,Reynolds-Hill,Member Product,Large,150,9.91,2025-03-01
6408,18,Lake Sarah,"Hancock, Peters and Holmes",System Product,Large,191,75.82,2024-08-09
6409,29,Lake Rachelburgh,Fitzpatrick-Sanders,Second Product,Medium,0,21.98,2024-09-10
6410,5,Jeffreyfurt,"Massey, Lewis and Walter",Miss Product,Medium,0,49.67,2024-12-25
6411,43,West Georgeland,"Watkins, James and Page",Same Product,Medium,19,64.05,2025-01-31
6412,9,Port Alecland,Salazar-Graves,Say Product,Large,43,16.39,2024-12-23
6413,50,Marcusfort,"Wright, Winters and Dominguez",Dinner Product,Large,52,75.84,2024-04-28
6414,37,Port Sherryview,Walker Inc,Boy Product,Medium,48,98.28,2024-11-22
6415,3,Lake Dustin,Gentry-Gray,Eight Product,Large,103,41.61,2024-04-19
6416,7,Cameronberg,Brown Inc,Late Product,Small,29,50.44,2024-12-27
6417,37,Lake Michael,"Lucas, Johnson and Alvarez",Avoid Product,Medium,11,58.13,2024-07-31
6418,27,East Michael,Combs Group,Charge Product,Small,46,43.68,2024-04-14
6419,41,Kellyfurt,Gomez-Moran,My Product,Medium,37,22.95,2024-11-01
6420,32,East Danielle,Rogers and Sons,Model Product,Small,8,22.72,2024-04-12
6421,11,Lake Derrickbury,"Williamson, Holden and Sims",Card Product,Small,105,16.54,2024-06-16
6422,28,Brennanville,"Briggs, Morris and Weber",This Product,Large,26,55.3,2025-01-31
6423,18,South Richardborough,"Ruiz, Rodriguez and Lane",Because Product,Medium,0,41.68,2024-08-03
6424,28,Webbchester,Wagner Group,Deal Product,Medium,19,59.82,2025-03-27
6425,39,New Tanya,Howard Inc,Argue Product,Medium,3,82.99,2024-05-24
6426,1,New Victoriaburgh,Spencer Group,Lead Product,Small,167,76.67,2024-04-10
6427,48,Acevedoton,Rowe-Lewis,Account Product,Small,87,72.75,2024-09-21
6428,16,Johnbury,Knapp-Wolf,Per Product,Large,0,56.3,2024-10-01
6429,5,West Katieport,Sawyer-Lane,Store Product,Small,121,94.28,2024-09-20
6430,47,Lake Gregory,Brown Inc,Speak Product,Medium,155,8.4,2024-07-11
6431,28,Kingberg,Salazar-Graves,Type Product,Small,37,13.15,2024-04-09
6432,46,Williamside,"Osborne, Cox and Evans",Knowledge Product,Small,120,35.99,2024-06-14
6433,23,East Dustinview,"Kent, Arias and Smith",Sort Product,Large,14,62.51,2024-06-18
6434,47,Michelleland,Mason-Logan,Future Product,Large,157,7.7,2025-01-21
6435,41,Port Victoriashire,Lin and Sons,Consider Product,Medium,0,95.05,2025-01-12
6436,19,North Erichaven,Obrien-Thompson,Discussion Product,Medium,78,40.93,2024-06-13
6437,3,Port Jason,Patterson Inc,Key Product,Large,7,9.4,2024-04-20
6438,27,South Kaylatown,"Briggs, Morris and Weber",Large Product,Medium,110,95.11,2025-02-16
6439,34,Floresville,"Vasquez, Morris and Ramos",Rate Product,Medium,71,17.33,2024-09-14
6440,29,North Micheleshire,"Campbell, Black and Smith",See Product,Medium,0,86.5,2024-11-02
6441,34,Martinville,"Powell, Mcdaniel and Thomas",Cold Product,Large,110,51.7,2025-03-18
6442,42,New Russellburgh,Kaiser Group,Sell Product,Medium,0,78.05,2025-03-23
6443,40,Gregorymouth,"Nguyen, Robinson and Mitchell",Single Product,Small,0,90.69,2024-08-02
6444,4,Moranland,Dunlap Ltd,Really Product,Medium,69,85.49,2024-04-16
6445,38,Jacobshaven,West-Hernandez,Participant Product,Large,0,47.12,2024-08-10
6446,1,Fitzpatrickshire,Young-Shaw,Individual Product,Large,40,21.91,2024-10-31
6447,11,Davidhaven,Perkins-Roberts,Far Product,Medium,77,70.83,2024-04-12
6448,16,West Kimberlyview,Mercado-Jacobson,Theory Product,Medium,0,96.12,2024-08-05
6449,34,Joneston,Gomez-Moran,My Product,Medium,146,22.95,2024-08-28
6450,12,Port Michaelborough,"Jones, Martinez and Taylor",Partner Product,Small,8,71.51,2024-05-29
6451,30,South Amanda,Howard Inc,Tonight Product,Large,139,78.08,2024-06-18
6452,28,North Stevenhaven,"Hernandez, Davis and Williams",At Product,Medium,55,52.17,2024-11-23
6453,37,Jacobland,Cline Ltd,Few Product,Medium,48,45.22,2024-08-29
6454,35,West Sandraside,"Neal, Frey and Ferguson",Market Product,Medium,153,40.65,2024-07-22
6455,36,East Jenniferland,Hunt-Tucker,Up Product,Large,201,67.12,2024-10-30
6456,31,Michaelhaven,Walter PLC,Loss Product,Small,237,75.65,2024-05-30
6457,48,New Robin,Mason-Logan,Compare Product,Medium,111,7.88,2024-12-14
6458,26,Port Kathyport,"Dalton, Sanders and Cantrell",Natural Product,Medium,205,62.54,2024-09-03
6459,24,Claudiafurt,West-Hernandez,Tell Product,Large,19,36.92,2025-03-07
6460,39,East Jamesburgh,Obrien-Thompson,Discussion Product,Medium,272,40.93,2024-07-02
6461,41,Kimberlyfurt,Lyons PLC,Reason Product,Large,30,5.46,2024-10-25
6462,4,Brandonport,Morales-Knox,Choose Product,Small,133,50.84,2024-05-24
6463,48,Robertside,Knox Group,Participant Product,Small,124,18.72,2024-07-26
6464,4,Davisside,"Neal, Frey and Ferguson",Own Product,Small,0,9.73,2025-03-29
6465,1,Robinchester,"Massey, Lewis and Walter",Plant Product,Small,168,79.21,2025-03-27
6466,1,East Amandashire,"Bradley, Baker and Mcneil",Fine Product,Small,275,46.65,2024-07-09
6467,18,Valerietown,Charles Ltd,Lead Product,Large,56,27.38,2024-12-23
6468,50,South Todd,Thornton PLC,Movie Product,Small,66,59.83,2024-11-20
6469,26,Port Roseland,Williams LLC,Such Product,Large,0,7.78,2024-06-14
6470,31,South Paul,Davis-Russell,Family Product,Medium,111,72.59,2024-06-24
6471,1,West Jennifer,Mccullough Group,Somebody Product,Small,0,81.65,2024-10-10
6472,17,New Katelyn,"Freeman, Larson and Clark",Hit Product,Large,231,91.49,2024-06-18
6473,15,Port Justinshire,Osborne-Brown,Heavy Product,Medium,128,65.62,2024-07-16
6474,21,Silvaview,Vasquez-Jackson,Range Product,Medium,55,30.64,2024-07-15
6475,45,Jamesview,Hinton LLC,Go Product,Small,0,26.02,2024-08-23
6476,20,West Brooke,Gomez-Moran,My Product,Medium,118,22.95,2024-10-03
6477,5,Jeremyfurt,Combs Group,Against Product,Medium,39,85.11,2024-06-25
6478,3,South Steven,Mitchell-Watson,Large Product,Small,54,67.35,2024-11-24
6479,34,New William,"Campbell, Black and Smith",See Product,Medium,148,86.5,2025-03-07
6480,32,Robinhaven,"Shannon, Lee and Noble",Country Product,Large,0,76.81,2025-03-03
6481,30,Port Stephenport,Perez-Johnson,Outside Product,Medium,44,67.59,2024-09-01
6482,10,Christinefort,Williams LLC,Have Product,Small,15,87.17,2025-02-14
6483,10,East Joshuaburgh,"Jennings, Davis and Newman",Its Product,Large,206,73.63,2024-07-13
6484,13,Weaverfort,"Williamson, Fox and Johnson",Resource Product,Medium,0,53.18,2024-04-21
6485,14,Scottton,"Hernandez, Morrison and Villanueva",Everyone Product,Large,148,18.48,2025-02-07
6486,45,Danielletown,Mccullough Group,Situation Product,Large,0,19.26,2024-10-06
6487,33,Moratown,Brown-Marshall,Reveal Product,Small,80,49.43,2024-12-30
6488,9,South Scott,"Stone, Campbell and Robbins",Compare Product,Small,232,61.2,2024-09-30
6489,35,East Katherineton,Sullivan-Choi,Entire Product,Small,70,18.05,2024-10-15
6490,27,West Kayla,"Jennings, Davis and Newman",Cost Product,Large,0,91.18,2025-02-25
6491,15,East Nicholasburgh,Brown-Mann,Pull Product,Small,32,49.95,2024-10-05
6492,30,North Virginia,Richardson Group,Behind Product,Large,51,39.61,2024-06-05
6493,27,New Adamport,"George, Macdonald and Harper",Our Product,Large,0,6.12,2024-08-08
6494,18,West Jenniferport,Gentry-Gray,Nearly Product,Small,0,76.72,2025-01-25
6495,15,Lake Dianemouth,"Dalton, Sanders and Cantrell",Month Product,Small,100,9.11,2025-01-21
6496,27,New Alexanderstad,"Martin, Cline and Kramer",Coach Product,Medium,144,96.77,2024-12-09
6497,1,Suzannemouth,"Delgado, Green and Wade",Only Product,Large,68,75.04,2024-04-16
6498,19,Alisonside,Rowe-Lewis,Life Product,Large,35,81.69,2024-10-16
6499,22,Lisashire,Vasquez-Jackson,Ball Product,Medium,72,29.53,2024-12-18
6500,44,Johnport,Gomez-Moran,Rise Product,Medium,112,33.29,2025-02-27
6501,13,Marietown,Conrad and Sons,Rule Product,Medium,47,79.2,2025-02-27
6502,8,West Shawn,"Dalton, Sanders and Cantrell",Walk Product,Small,0,62.79,2024-05-24
6503,50,Lake Michelle,Davis-Reyes,Scene Product,Medium,123,83.27,2024-07-25
6504,21,Allenfort,Edwards Inc,Ever Product,Medium,240,55.95,2025-01-21
6505,25,Amandamouth,Edwards LLC,Clearly Product,Medium,0,74.22,2024-06-06
6506,42,New Rachel,Mcpherson and Sons,Lose Product,Large,0,36.14,2024-05-15
6507,32,Hernandezfurt,"Vasquez, Morris and Ramos",Above Product,Medium,98,74.81,2024-12-20
6508,49,Linstad,Osborne-Brown,Couple Product,Large,0,57.16,2024-12-17
6509,10,Davidport,Snyder Ltd,Miss Product,Small,83,42.96,2024-10-28
6510,48,North Amberland,Hopkins Ltd,Food Product,Small,0,98.19,2024-06-29
6511,46,Lake Nicholashaven,Long and Sons,Central Product,Large,192,51.79,2024-05-25
6512,10,South Stephanie,Short-Cook,Really Product,Large,114,55.97,2024-12-04
6513,30,South Jenniferland,Osborne-Brown,Right Product,Large,248,79.98,2024-06-29
6514,6,Lake Samanthaville,"Jones, Martinez and Taylor",Already Product,Medium,0,54.46,2024-11-15
6515,38,North Edwardborough,Williams-White,Technology Product,Medium,70,95.62,2025-02-11
6516,44,South Johnville,Martinez-Giles,Contain Product,Small,0,98.47,2025-01-26
6517,19,Lake Susan,"Massey, Lewis and Walter",Chance Product,Small,108,47.14,2024-07-07
6518,21,North Steven,Johnson-Bowman,Point Product,Small,0,99.25,2025-03-08
6519,40,Ernestview,"Harris, Clark and Matthews",Behind Product,Medium,0,67.77,2024-12-18
6520,8,Marymouth,Day and Sons,Control Product,Small,75,31.86,2024-06-21
6521,34,Lucasstad,Gomez-Moran,Rise Product,Medium,0,33.29,2024-05-01
6522,31,Lake Kaylastad,Williams Inc,Find Product,Large,0,58.47,2024-05-09
6523,7,New Christopherborough,"Tucker, Jones and Hart",Push Product,Small,140,92.64,2024-10-23
6524,1,New Douglashaven,Thomas and Sons,Force Product,Small,74,20.17,2024-12-04
6525,8,Port Jasmineburgh,Rowe-Lewis,Life Product,Large,0,81.69,2024-06-12
6526,40,Port Ericmouth,Mitchell-Watson,Early Product,Medium,241,90.91,2024-08-01
6527,18,North Jeremyberg,Long Ltd,Area Product,Large,107,10.76,2025-03-30
6528,46,Nguyenton,Williams LLC,Such Product,Large,0,7.78,2024-11-23
6529,6,Benjaminport,Smith-Aguilar,Understand Product,Small,0,55.97,2025-02-20
6530,47,Huntfurt,"Bradley, Baker and Mcneil",Fine Product,Small,110,46.65,2024-10-02
6531,49,West Charles,"Hernandez, Morrison and Villanueva",Simply Product,Large,59,28.18,2025-02-27
6532,15,New Mary,"Neal, Frey and Ferguson",Market Product,Medium,2,40.65,2025-01-15
6533,5,Whitetown,Short-Cook,Really Product,Large,0,55.97,2024-09-22
6534,2,Ayersmouth,Gomez-Moran,Eye Product,Large,90,46.69,2024-08-10
6535,5,East Alan,"Dalton, Sanders and Cantrell",Image Product,Medium,0,20.6,2024-08-10
6536,34,Devinport,Garcia-Ramirez,Pass Product,Small,0,88.63,2025-02-04
6537,15,Port Valerieshire,Williams-White,Resource Product,Large,110,40.65,2024-11-08
6538,33,New Lindaville,Daniels PLC,Bit Product,Small,44,71.81,2024-08-07
6539,32,North Peter,"Ruiz, Rodriguez and Lane",With Product,Small,140,41.75,2025-02-26
6540,1,Melissafort,"Garza, Perkins and Clark",Trade Product,Medium,0,39.29,2025-03-18
6541,11,New Alicia,Brock Group,Every Product,Medium,232,25.1,2024-12-06
6542,43,Brendaside,Gates-Pittman,Most Product,Small,0,28.28,2024-06-11
6543,26,South Phillip,Williams-Mcintosh,Over Product,Small,0,69.84,2025-02-05
6544,23,Port Kevinfurt,Smith-Aguilar,Understand Product,Small,166,55.97,2024-06-22
6545,43,Port Brooke,"West, Reed and Berry",Upon Product,Small,94,42.2,2024-06-24
6546,12,Grahamfort,Snyder Ltd,Laugh Product,Large,134,82.84,2024-12-25
6547,15,New Christinaberg,Long Ltd,Reveal Product,Medium,231,97.47,2024-07-15
6548,8,Smithland,Zamora Ltd,Hold Product,Medium,102,68.41,2024-12-21
6549,47,Christopherville,Bell Ltd,Address Product,Medium,122,94.75,2024-05-27
6550,24,Susanmouth,"Hamilton, Rivera and Kelley",Draw Product,Small,44,92.65,2024-09-09
6551,22,South Daniel,Quinn-Tran,Stay Product,Medium,0,99.22,2024-07-14
6552,45,Josephton,Chapman-Marsh,Light Product,Small,162,8.8,2024-07-17
6553,1,Aprilport,Brock Group,Those Product,Small,106,94.88,2024-10-12
6554,50,Carrollshire,Snyder Ltd,Garden Product,Small,100,59.64,2024-11-18
6555,9,North Margaretbury,Howard Inc,Argue Product,Medium,92,82.99,2024-12-23
6556,4,Lake Donnaview,"George, Macdonald and Harper",Our Product,Large,0,6.12,2024-08-13
6557,36,Nelsonshire,Young-Shaw,Individual Product,Large,0,21.91,2024-06-11
6558,43,Lake Richard,"Watkins, James and Page",Such Product,Small,165,82.15,2024-10-20
6559,43,Heatherchester,Richardson Group,Add Product,Small,1,16.41,2024-10-21
6560,28,Lake Johnmouth,Mitchell LLC,Send Product,Small,168,23.21,2024-09-25
6561,25,Lindseyberg,Johnson Inc,Money Product,Large,39,37.48,2025-02-19
6562,28,Spencerton,Roy Group,Police Product,Medium,183,52.11,2024-09-30
6563,40,Charlesberg,Brennan Group,Certain Product,Large,0,74.01,2024-10-27
6564,21,Nicolefurt,Williams LLC,Notice Product,Large,3,26.83,2025-03-14
6565,15,Shermanville,Mcpherson and Sons,Out Product,Medium,61,29.62,2025-03-29
6566,7,East Kenneth,Osborne-Brown,Heavy Product,Medium,17,65.62,2024-11-27
6567,24,North Samuelville,"Hancock, Peters and Holmes",Economic Product,Small,46,95.45,2024-05-18
6568,7,Seanmouth,"West, Reed and Berry",On Product,Large,201,80.56,2025-03-26
6569,18,Clarkbury,Knapp-Wolf,Doctor Product,Medium,0,29.85,2024-06-21
6570,26,Walkerborough,Wagner Group,Such Product,Medium,189,81.55,2025-03-24
6571,49,West James,Archer PLC,Example Product,Small,111,19.94,2024-09-28
6572,46,Jarvisland,"Navarro, Parker and Garcia",Mean Product,Small,0,33.8,2024-07-05
6573,26,Lake Rodneyview,Martinez-Giles,Congress Product,Medium,54,83.18,2024-09-12
6574,29,Jasonberg,"Turner, Armstrong and Fernandez",Growth Product,Large,134,57.15,2024-06-15
6575,22,Lake Jacobville,"Ellis, Scott and Johnson",Develop Product,Medium,18,14.47,2024-12-31
6576,41,Katieport,"Smith, Davis and Wright",Instead Product,Large,149,52.47,2024-11-06
6577,44,New Billy,Perez-Johnson,Reach Product,Large,217,71.44,2024-10-20
6578,46,New Michaelfurt,Rogers-Sanchez,Yet Product,Large,0,21.8,2025-01-16
6579,36,Cruzchester,Rios Group,Clear Product,Small,208,72.25,2024-12-08
6580,41,North Mollyview,"Jones, Martinez and Taylor",Tree Product,Small,155,52.66,2025-03-03
6581,24,Lake Annaburgh,Brown-Nelson,Kitchen Product,Small,106,5.63,2024-09-04
6582,37,West William,Obrien-Thompson,Discussion Product,Medium,0,40.93,2024-06-07
6583,18,South Maryton,Day and Sons,Defense Product,Medium,180,9.13,2024-08-25
6584,1,North Kristen,Roy Group,Fall Product,Large,0,24.86,2024-08-19
6585,41,Allenview,"Miller, Garcia and Wilson",Team Product,Medium,193,19.3,2024-06-13
6586,40,Burkehaven,Salazar-Graves,Believe Product,Small,79,41.12,2024-05-21
6587,18,North Melindaville,Pittman-Lucas,Skill Product,Large,88,44.73,2025-02-14
6588,44,South Cindy,Lyons PLC,Write Product,Small,0,98.29,2025-02-08
6589,29,New Hannah,Obrien-Thompson,Security Product,Large,92,34.48,2024-11-01
