inventoryid,store,city,brand,description,size,onhand,price,startdate
5534,41,West Evan,Garcia-Ramirez,Expert Product,Medium,48,80.29,2024-10-05
5535,18,Samanthaborough,"Hancock, Peters and Holmes",System Product,Large,33,75.82,2024-09-20
5536,27,Smithton,Cline Ltd,Race Product,Medium,0,33.58,2024-04-07
5537,46,Wyattburgh,Woods-Brady,Bed Product,Medium,106,50.79,2024-09-17
5538,40,Tonystad,"Walker, Zimmerman and Williams",Fall Product,Large,151,7.23,2024-09-06
5539,25,West Christopher,Gates-Pittman,Bad Product,Large,149,21.46,2025-03-26
5540,33,Matthewsville,Thomas LLC,Investment Product,Large,23,81.23,2024-08-29
5541,33,Lake Antoniomouth,Rodriguez-Palmer,Benefit Product,Medium,0,68.61,2024-09-16
5542,49,Hamptonchester,"Vasquez, Morris and Ramos",Anything Product,Small,0,41.88,2025-03-23
5543,11,Carterton,Adams and Sons,Wide Product,Large,0,47.33,2024-09-30
5544,22,West Sean,Rogers and Sons,Model Product,Small,174,22.72,2024-12-01
5545,9,Lake Tina,Brennan Group,Seek Product,Small,59,5.18,2024-08-19
5546,49,Charlesberg,"Bradley, Baker and Mcneil",Parent Product,Medium,54,73.08,2024-06-02
5547,14,Jennifermouth,"Ruiz, Rodriguez and Lane",With Product,Small,91,41.75,2025-01-26
5548,31,West John,Bell Ltd,Result Product,Small,0,53.14,2024-10-09
5549,32,Brandonport,Roy Group,Police Product,Medium,0,52.11,2024-08-26
5550,14,North Josephfort,"Massey, Lewis and Walter",Miss Product,Medium,151,49.67,2024-12-14
5551,12,Martinezborough,"Gregory, Fowler and Miller",There Product,Large,10,40.54,2024-12-10
5552,31,West Lanceborough,Brennan Group,Who Product,Medium,133,30.48,2024-08-31
5553,2,Smithtown,Wagner Group,Economic Product,Medium,103,48.07,2024-09-05
5554,1,Bensonmouth,Davis-Vasquez,Line Product,Small,0,11.78,2025-01-04
5555,16,Michaeltown,"Kemp, Gillespie and Esparza",Major Product,Medium,143,76.86,2024-09-15
5556,48,Garciastad,"Strickland, Jones and Padilla",Even Product,Medium,121,43.06,2025-01-24
5557,9,Wyattmouth,"West, Reed and Berry",Condition Product,Small,47,87.03,2025-03-26
5558,27,West Cassandra,"Hernandez, Morrison and Villanueva",Simply Product,Large,139,28.18,2024-08-24
5559,17,Ryanview,Walter PLC,Beat Product,Small,175,75.84,2024-08-28
5560,16,North Daniel,"Stevens, Miller and Phillips",Majority Product,Medium,42,70.37,2024-12-09
5561,8,West Jessica,Hunt-Tucker,Situation Product,Medium,57,48.2,2025-01-11
5562,7,Russellburgh,"Atkinson, Osborn and Hamilton",Throughout Product,Medium,216,92.13,2024-10-15
5563,23,Lake Joeburgh,Snyder-Kelly,Four Product,Medium,79,39.15,2024-04-28
5564,47,Savageville,Snyder Ltd,Laugh Product,Large,87,82.84,2025-02-22
5565,9,South Nancyton,Bailey PLC,Even Product,Small,80,46.2,2025-01-08
5566,23,Williamsonstad,Brown-Marshall,Reveal Product,Small,228,49.43,2024-11-17
5567,15,East James,Rowe-Lewis,Become Product,Small,137,91.65,2025-01-02
5568,17,New Abigail,Archer Group,Fly Product,Small,106,57.36,2024-10-31
5569,15,Friedmanside,Rowe-Lewis,Hit Product,Medium,116,18.24,2024-10-15
5570,44,South Dustinmouth,Brennan Group,Who Product,Medium,6,30.48,2024-08-18
5571,9,Port Tammy,"Wright, Winters and Dominguez",Ability Product,Medium,164,75.25,2024-10-01
5572,5,Lake Brianmouth,"Walker, Zimmerman and Williams",Course Product,Medium,129,98.25,2024-11-24
5573,19,Robertfurt,Lin and Sons,Recent Product,Small,115,45.61,2024-06-17
5574,46,Lake Michaelview,Dawson Inc,Expert Product,Small,268,78.26,2024-05-21
5575,44,East Jennifer,Smith-Aguilar,Threat Product,Large,14,41.11,2025-02-11
5576,25,East Marie,Mitchell LLC,Really Product,Small,25,71.84,2024-07-09
5577,45,Port Michael,Brown Inc,Speak Product,Medium,151,8.4,2024-04-27
5578,11,East Jenniferchester,Sawyer-Lane,Onto Product,Small,75,32.36,2024-07-22
5579,5,Carlsonchester,Rowe-Lewis,Account Product,Small,87,72.75,2024-08-19
5580,50,Johnstonport,"Turner, Armstrong and Fernandez",Growth Product,Large,183,57.15,2024-04-24
5581,42,East Jonathanfort,"Cannon, Reynolds and Alvarado",Lose Product,Medium,145,7.87,2024-11-12
5582,3,Port Jennifer,"Miller, Garcia and Wilson",Team Product,Medium,232,19.3,2024-12-27
5583,11,Christopherberg,Rowe-Lewis,House Product,Medium,116,9.47,2024-06-09
5584,27,Port Larry,"Atkinson, Osborn and Hamilton",Shoulder Product,Large,34,70.94,2025-03-27
5585,21,Beckstad,"Turner, Armstrong and Fernandez",Possible Product,Small,124,65.47,2025-02-18
5586,4,New Katherine,Mason-Logan,Argue Product,Small,230,93.72,2024-10-12
5587,25,Perezberg,Bailey PLC,Go Product,Large,106,72.96,2025-02-20
5588,10,Lake Dillonchester,"Nguyen, Robinson and Mitchell",Minute Product,Small,77,67.21,2024-11-06
5589,25,Gardnerberg,Austin PLC,Use Product,Medium,196,42.77,2024-10-06
5590,32,New Loriville,Salazar-Graves,Decade Product,Medium,154,29.28,2024-08-03
5591,13,South Carlville,Edwards LLC,National Product,Large,286,80.58,2024-08-15
5592,24,Port Lisa,"Dalton, Sanders and Cantrell",Natural Product,Medium,113,62.54,2024-09-17
5593,26,Lake Susanburgh,Obrien-Thompson,Discussion Product,Medium,63,40.93,2024-05-04
5594,4,East Timothy,"Tucker, Jones and Hart",Push Product,Small,57,92.64,2024-05-14
5595,20,Lake Willie,Snyder Ltd,Each Product,Medium,232,32.35,2025-04-01
5596,45,East Mariechester,"Neal, Frey and Ferguson",Own Product,Small,0,9.73,2024-12-03
5597,46,Lake Troy,Snyder Ltd,Each Product,Medium,122,32.35,2024-10-16
5598,41,East Joseph,Ross LLC,Others Product,Small,57,29.65,2025-01-15
5599,1,Jenniferchester,"Strickland, Jones and Padilla",Them Product,Large,135,70.81,2024-12-02
5600,13,Lake Thomasmouth,Brennan Group,Certain Product,Large,125,74.01,2024-11-13
5601,9,South Williamhaven,Day and Sons,Blue Product,Large,0,44.38,2024-06-04
5602,16,Johnsonview,Austin PLC,Mind Product,Medium,0,77.54,2024-08-16
5603,46,Carolberg,Brown-Nelson,Worker Product,Medium,89,67.56,2024-10-11
5604,49,Campbellchester,Rowe-Lewis,Life Product,Large,235,81.69,2025-02-15
5605,22,Pamelaborough,"Bush, Reyes and Fox",Which Product,Medium,185,68.04,2025-02-09
5606,8,Wellsland,Edwards Inc,Bag Product,Medium,199,19.31,2024-08-28
5607,8,Westchester,Salazar-Graves,Face Product,Large,54,76.82,2024-04-18
5608,1,Smithville,Russell and Sons,Issue Product,Large,198,93.88,2024-11-12
5609,1,Vasquezland,Brown-Mann,Force Product,Large,220,21.15,2024-04-30
5610,16,South Ronaldstad,"Turner, Armstrong and Fernandez",Growth Product,Large,0,57.15,2025-03-11
5611,29,South Ginaport,"Martin, Cline and Kramer",Coach Product,Medium,0,96.77,2024-06-17
5612,4,Tylerton,Spencer Group,Get Product,Small,0,46.64,2024-08-01
5613,39,North Amy,Davis-Reyes,Hundred Product,Large,117,14.84,2024-12-23
5614,47,Rodriguezland,Estrada Inc,Sure Product,Medium,88,37.16,2025-02-05
5615,17,Lake James,Mccullough Group,Situation Product,Large,57,19.26,2024-09-12
5616,41,Territown,"Turner, Armstrong and Fernandez",Like Product,Medium,0,10.08,2025-03-28
5617,48,Brownhaven,Pittman-Lucas,Within Product,Large,102,6.98,2024-12-07
5618,43,New Daniel,"Garza, Perkins and Clark",Between Product,Small,88,13.97,2024-12-20
5619,46,Barbaraberg,Brown-Mann,Financial Product,Large,80,11.6,2024-11-23
5620,43,Andrewton,"Williamson, Holden and Sims",Design Product,Small,164,95.77,2024-11-05
5621,44,Aliciaberg,"Vasquez, Morris and Ramos",Anything Product,Small,155,41.88,2024-09-10
5622,43,New David,Gates-Stevens,Into Product,Medium,94,85.57,2024-04-14
5623,46,Mariastad,"Campbell, Black and Smith",Air Product,Large,89,42.38,2025-03-06
5624,47,New Mark,"Walker, Maddox and Clayton",Care Product,Large,39,11.82,2024-11-04
5625,32,North Karen,Patterson-Mcmahon,Because Product,Large,105,24.8,2024-09-03
5626,38,Stevensonchester,Davis-Vasquez,Adult Product,Small,80,32.35,2025-03-25
5627,33,South Jasonville,Snyder Ltd,Laugh Product,Large,12,82.84,2025-04-01
5628,19,West David,Mccullough Group,Television Product,Large,130,95.73,2025-01-21
5629,46,Smithfurt,"Lucas, Johnson and Alvarez",Rich Product,Medium,168,19.43,2024-10-24
5630,43,South Terrimouth,Snyder Ltd,Face Product,Medium,130,94.2,2024-09-26
5631,23,Port Jessicaland,Johnson Inc,Wait Product,Medium,0,66.03,2024-07-15
5632,2,Christopherton,"Hernandez, Morrison and Villanueva",Simply Product,Large,35,28.18,2024-08-16
5633,15,Martinmouth,"Jennings, Davis and Newman",Expect Product,Medium,61,93.55,2024-05-23
5634,37,New Johnville,"Wright, Winters and Dominguez",Stop Product,Medium,207,51.31,2025-02-11
5635,47,Port Cindyhaven,"Bush, Reyes and Fox",Apply Product,Small,101,78.16,2024-11-30
5636,19,Lake Emily,Long and Sons,Him Product,Small,36,34.72,2024-12-20
5637,33,East Melody,"Bradley, Baker and Mcneil",Political Product,Large,48,19.54,2024-08-12
5638,39,Lake Gailborough,Bell Ltd,Both Product,Small,0,62.31,2024-11-30
5639,9,Petersbury,Zamora Ltd,Ever Product,Large,39,48.01,2024-08-23
5640,45,Port Phillipstad,Dawson Inc,Ever Product,Medium,86,91.72,2025-02-20
5641,37,Williamsberg,Austin PLC,Us Product,Large,107,86.41,2025-01-10
5642,34,Elizabethside,Archer Group,College Product,Small,44,50.59,2025-03-13
5643,11,New Debbieshire,Horne LLC,Get Product,Medium,196,54.23,2025-03-01
5644,25,Anthonymouth,Patterson Inc,Southern Product,Medium,149,93.8,2024-05-17
5645,11,West Savannahville,Walter PLC,Beat Product,Small,63,75.84,2025-03-23
5646,46,Webbborough,Dawson Inc,Expert Product,Small,0,78.26,2024-08-10
5647,23,Lake Jesseport,"Jennings, Davis and Newman",Its Product,Large,63,73.63,2025-03-29
5648,29,Scottchester,"Walker, Zimmerman and Williams",Rise Product,Small,167,80.15,2024-06-25
5649,1,New Jacob,"Williams, Turner and Harris",Minute Product,Large,46,98.67,2024-12-13
5650,32,North Matthew,Sullivan-Hubbard,Once Product,Medium,63,94.09,2024-09-13
5651,27,Phamborough,Bass and Sons,Box Product,Large,16,49.0,2024-11-22
5652,13,Mccormickchester,Pittman-Lucas,Today Product,Medium,99,46.42,2024-08-19
5653,37,East Danielport,Grimes Group,Happy Product,Medium,46,27.03,2024-04-27
5654,6,North Steven,Short-Cook,Structure Product,Medium,162,55.47,2024-12-17
5655,32,East Maryfurt,"Jones, Martinez and Taylor",During Product,Medium,0,24.02,2024-10-14
5656,40,Timothyville,"Stone, Campbell and Robbins",Involve Product,Large,0,33.81,2024-11-12
5657,37,Rosalesbury,"Hernandez, Morrison and Villanueva",Watch Product,Large,159,12.01,2025-02-27
5658,39,South Lisastad,Cook-Johnson,Let Product,Medium,197,38.27,2025-03-11
5659,34,Jeremytown,Knox Group,Where Product,Large,157,75.39,2025-02-07
5660,28,Lewisborough,Estrada Inc,Include Product,Medium,70,81.6,2024-07-09
5661,1,Pricemouth,Wagner Group,Such Product,Medium,129,81.55,2024-06-05
5662,20,Underwoodfort,"Kent, Arias and Smith",Often Product,Small,0,21.69,2025-01-02
5663,17,Stevensbury,"Hamilton, Rivera and Kelley",This Product,Medium,0,36.82,2024-04-16
5664,21,Port Duane,"Walker, Zimmerman and Williams",Fall Product,Large,0,7.23,2024-06-26
5665,39,North Jonathonstad,Rowe-Lewis,Life Product,Large,21,81.69,2024-07-01
5666,23,Denisefort,Charles Ltd,Treat Product,Small,0,83.58,2024-08-01
5667,31,South Kyle,"Bailey, Avery and Edwards",Ask Product,Medium,20,55.43,2024-12-10
5668,22,Jamesland,"Bradley, Baker and Mcneil",Determine Product,Small,206,39.57,2024-06-12
5669,43,Richardhaven,Patterson-Mcmahon,People Product,Small,138,23.15,2024-04-12
5670,28,Rodriguezhaven,Snyder Ltd,Miss Product,Small,228,42.96,2025-01-06
5671,37,Derrickfurt,Estrada Inc,Degree Product,Large,228,57.33,2024-10-01
5672,10,Beckmouth,"Hancock, Peters and Holmes",Old Product,Large,54,19.18,2024-12-24
5673,9,Johnstonburgh,Wagner Group,Themselves Product,Medium,208,36.7,2025-02-20
5674,41,Nicholaston,Rios Group,Several Product,Medium,4,76.67,2024-06-06
5675,10,Port Richard,"Johnson, Moses and Johnson",Itself Product,Small,137,30.58,2024-05-24
5676,28,Freyborough,Gentry-Gray,Nearly Product,Small,14,76.72,2024-08-09
5677,33,Martinfurt,Mercado-Jacobson,Theory Product,Medium,214,96.12,2024-04-25
5678,27,Barnesmouth,Mcpherson and Sons,Network Product,Medium,0,19.76,2025-01-10
5679,50,North Anthonyshire,Edwards LLC,National Product,Large,95,80.58,2025-03-04
5680,30,Lake Luis,Estrada Inc,Degree Product,Large,0,57.33,2025-01-15
5681,43,West Joanchester,Patterson Inc,Key Product,Large,186,9.4,2024-07-10
5682,17,Lake Johnville,"Tucker, Jones and Hart",Apply Product,Small,0,92.21,2025-03-16
5683,22,Katherinemouth,"Harris, Clark and Matthews",Rate Product,Small,128,32.81,2024-05-10
5684,45,Christophershire,Rios Group,Magazine Product,Medium,143,15.28,2025-03-12
5685,50,Jacksonbury,Bailey PLC,Go Product,Large,0,72.96,2024-11-08
5686,48,Jessicashire,Williamson Group,Process Product,Large,77,95.4,2024-05-15
5687,33,New Shannon,Phillips Inc,With Product,Medium,117,50.37,2024-09-17
5688,25,Nancyfurt,"Watkins, James and Page",Such Product,Small,131,82.15,2024-12-28
5689,23,Coopermouth,"Neal, Frey and Ferguson",Own Product,Small,65,9.73,2025-01-25
5690,18,Mariatown,Vasquez-Jackson,Something Product,Medium,0,14.32,2024-09-23
5691,29,West Kariview,"Vasquez, Morris and Ramos",Anything Product,Small,105,41.88,2025-02-10
5692,37,South Jessica,"Strickland, Jones and Padilla",Even Product,Medium,132,43.06,2025-02-03
5693,49,West Michael,"Turner, Armstrong and Fernandez",Year Product,Medium,0,9.64,2024-05-06
5694,5,Garybury,Hopkins Ltd,Alone Product,Medium,166,60.2,2024-08-04
5695,5,West Rhondaborough,"Powell, Mcdaniel and Thomas",Contain Product,Small,114,98.0,2024-06-19
5696,25,Thompsonchester,Michael-Jefferson,Administration Product,Small,144,79.2,2024-05-28
5697,49,Briantown,"Sanchez, Miller and Tucker",Thank Product,Small,0,55.58,2024-07-01
5698,27,Port Traceystad,Garcia-Ramirez,Again Product,Medium,197,47.52,2025-02-01
5699,42,East Roy,"Freeman, Larson and Clark",Hit Product,Large,0,91.49,2024-09-07
5700,48,Robinsonland,"Bradley, Baker and Mcneil",Party Product,Large,26,75.46,2024-09-10
5701,30,Stevenburgh,"Bush, Reyes and Fox",Position Product,Small,250,36.18,2024-12-16
5702,40,Port Genetown,Patterson Inc,Southern Product,Medium,0,93.8,2024-11-15
5703,8,West Jamesborough,Brown-Mann,Affect Product,Small,0,9.56,2025-02-25
5704,25,Lancemouth,Bailey PLC,Air Product,Small,0,34.06,2024-05-08
5705,12,East Davidside,"Stone, Campbell and Robbins",Compare Product,Small,0,61.2,2024-12-29
5706,15,South Cody,Mccullough Group,Television Product,Large,272,95.73,2024-07-09
5707,46,Billyhaven,Kim-Gonzalez,Long Product,Large,88,26.06,2024-07-10
5708,22,New Kellyport,Russell and Sons,Issue Product,Large,69,93.88,2025-01-29
5709,39,Lake Willieberg,"Barnes, Pineda and Montgomery",White Product,Large,0,84.28,2024-06-25
5710,42,West Travis,Perkins-Roberts,Box Product,Large,0,55.79,2024-12-31
5711,40,Williamsmouth,"Briggs, Morris and Weber",Six Product,Medium,65,25.14,2025-03-27
5712,10,Stevenhaven,Gates-Pittman,Rest Product,Small,21,68.18,2024-04-20
5713,44,Rodriguezborough,Obrien-Thompson,Security Product,Large,0,34.48,2024-05-20
5714,47,South Steven,Mosley PLC,Respond Product,Large,140,44.7,2024-06-21
5715,18,Johnland,Mason-Logan,Compare Product,Medium,0,7.88,2024-11-29
5716,11,Walkerstad,Smith Ltd,Television Product,Large,125,21.3,2024-06-17
5717,29,Parksmouth,Archer PLC,Than Product,Large,104,36.59,2025-02-13
5718,17,Brooksfort,Lin and Sons,Cup Product,Large,38,41.9,2024-08-05
5719,23,Carterside,Brown Inc,Maintain Product,Medium,93,45.65,2024-10-02
5720,49,Davidhaven,Mitchell LLC,Send Product,Small,0,23.21,2024-11-10
5721,2,Scottfurt,Walker Inc,Boy Product,Medium,49,98.28,2024-10-11
5722,37,East Edwardshire,Dawson Inc,Cover Product,Small,91,49.76,2024-06-03
5723,20,West Stevemouth,Conrad and Sons,Morning Product,Large,0,55.64,2025-02-25
5724,32,New Patricialand,Kim-Gonzalez,Help Product,Small,204,28.76,2024-12-15
5725,27,Riverahaven,Horne LLC,Officer Product,Medium,0,94.99,2024-11-07
5726,31,Taylorbury,Gomez-Moran,Eye Product,Large,47,46.69,2024-11-14
5727,16,West Evan,Edwards LLC,National Product,Large,21,80.58,2024-08-12
5728,4,Bradyport,Sullivan-Hubbard,Life Product,Small,9,66.49,2025-01-15
5729,50,Jamesborough,"Ellis, Scott and Johnson",Necessary Product,Medium,49,95.92,2024-06-09
5730,43,Williamsside,Bennett-Collins,Car Product,Medium,118,67.35,2024-08-07
5731,50,East Patrick,Mosley PLC,Artist Product,Small,119,18.73,2024-04-10
5732,5,West Shannon,Garcia-Ramirez,Appear Product,Medium,84,14.96,2025-03-05
5733,27,West Corey,Rios Group,Clear Product,Small,103,72.25,2025-03-16
5734,17,East Chloe,"Lucas, Johnson and Alvarez",Rich Product,Medium,138,19.43,2024-05-21
5735,23,Adammouth,Martinez-Giles,Example Product,Large,86,79.49,2024-10-16
5736,35,Johnsonberg,Walter PLC,Thank Product,Large,80,45.21,2025-02-10
5737,32,North Marcus,"Watkins, James and Page",Same Product,Medium,131,64.05,2025-01-07
5738,27,Garciaberg,Edwards LLC,Finish Product,Medium,87,28.24,2025-01-02
5739,24,East Tiffanyview,Rogers and Sons,Store Product,Medium,162,57.21,2024-06-06
5740,31,East Matthew,Day and Sons,Heavy Product,Large,37,96.44,2024-07-02
5741,9,West Ryan,Russell and Sons,Think Product,Large,77,94.62,2024-10-27
5742,1,Port Meredith,Hansen Inc,Imagine Product,Small,58,17.44,2024-09-24
5743,40,West Stephanie,Brennan Group,Certain Product,Large,205,74.01,2024-10-13
5744,34,Robertmouth,"Walker, Zimmerman and Williams",Fall Product,Large,0,86.86,2024-08-23
5745,12,Jillfurt,"Ellis, Scott and Johnson",Put Product,Medium,181,33.9,2024-06-19
5746,46,East Richard,"Briggs, Morris and Weber",Life Product,Small,117,32.94,2024-12-19
5747,44,Jessebury,Brock Group,Those Product,Small,251,94.88,2025-02-08
5748,20,West Andre,Barrett-Roth,Risk Product,Medium,160,16.33,2025-01-22
5749,20,South Anna,"West, Reed and Berry",On Product,Large,159,80.56,2024-05-18
5750,4,Brandonport,Combs Group,Evening Product,Small,96,23.38,2024-12-24
5751,7,Shortbury,Edwards LLC,Head Product,Large,65,44.83,2025-03-22
5752,32,Ortizburgh,"Bradley, Baker and Mcneil",Fine Product,Small,43,46.65,2025-01-29
5753,8,Montgomeryside,Archer Group,Fly Product,Small,0,57.36,2024-11-03
5754,31,New Tracitown,Thomas and Sons,Effect Product,Small,21,80.71,2024-09-28
5755,4,New Alyssatown,Long Ltd,Beat Product,Large,137,59.07,2024-06-05
5756,19,East Scott,"Kent, Arias and Smith",Sort Product,Large,98,62.51,2024-06-27
5757,42,East Amyside,Edwards LLC,Successful Product,Medium,135,14.1,2024-08-27
5758,32,Davidborough,Sullivan-Hubbard,Million Product,Medium,167,80.26,2024-07-12
5759,5,West Diana,Martinez-Giles,Threat Product,Small,98,15.06,2025-02-18
5760,3,Boydstad,Salazar-Graves,Decade Product,Medium,150,29.28,2024-09-28
5761,42,Nicolefurt,"Stone, Campbell and Robbins",Final Product,Small,0,39.56,2025-02-18
5762,38,Stephanieside,"Tucker, Jones and Hart",Cover Product,Small,75,90.34,2024-05-18
5763,38,Sarahton,Spencer Group,Lead Product,Small,203,76.67,2024-10-03
5764,24,Davidsonstad,West-Hernandez,Population Product,Small,144,35.16,2024-05-17
5765,3,Clementstown,"Williams, Schultz and Black",Phone Product,Large,17,47.17,2024-11-12
5766,23,South Jorge,"Kelly, Smith and Aguilar",Nearly Product,Large,35,37.39,2024-10-16
5767,12,Freyfort,Perez-Johnson,Least Product,Large,31,28.15,2024-07-02
5768,26,Matthewhaven,Garcia-Ramirez,Pay Product,Medium,0,55.24,2024-10-29
5769,28,Jamieberg,Williams-White,Or Product,Small,149,78.87,2024-10-12
5770,45,East Madison,"Cannon, Reynolds and Alvarado",Financial Product,Large,15,21.36,2024-06-06
5771,11,North Allisonborough,"Vasquez, Morris and Ramos",Remain Product,Medium,173,23.97,2024-08-08
5772,36,North Marialand,Johnson Inc,Wait Product,Medium,55,66.03,2024-07-18
5773,8,Patrickmouth,Garcia-Ramirez,Lay Product,Medium,0,5.58,2024-07-20
5774,4,West Kristenside,Rios Group,Somebody Product,Medium,0,6.75,2024-11-15
5775,2,South Heathershire,Walker Inc,Over Product,Medium,57,68.85,2024-10-25
5776,25,Schmidtberg,Mccullough Group,Degree Product,Medium,0,65.62,2025-03-06
5777,41,Kellyville,Hinton LLC,Go Product,Small,129,26.02,2024-07-19
5778,33,East Alanchester,Davis-Russell,Indeed Product,Small,199,8.65,2024-08-19
5779,7,New Kyle,Vasquez-Jackson,Something Product,Medium,27,14.32,2024-11-24
5780,19,East Bryan,"Briggs, Morris and Weber",Large Product,Medium,32,95.11,2024-04-23
5781,40,Kennethfort,Gomez-Moran,Occur Product,Small,16,47.97,2024-12-07
5782,1,West Taraton,Perez-Johnson,Reach Product,Large,226,71.44,2024-06-11
5783,7,New Patrickfurt,Gentry-Gray,Manager Product,Small,165,57.49,2025-02-15
5784,38,Lake Melissamouth,"Briggs, Morris and Weber",Six Product,Medium,181,25.14,2025-03-03
5785,36,Samanthaborough,Martinez-Giles,Congress Product,Medium,31,83.18,2024-05-08
5786,16,Moonville,"Atkinson, Osborn and Hamilton",Throughout Product,Medium,122,92.13,2025-03-01
5787,18,Port Anthony,Brown-Mann,Financial Product,Large,235,11.6,2024-07-10
5788,19,Loriview,Hopkins Ltd,Physical Product,Small,98,11.63,2024-08-24
5789,42,Port Cynthiachester,Adams and Sons,See Product,Small,0,71.01,2024-07-13
5790,34,Hannahmouth,Rogers-Sanchez,Range Product,Large,167,59.73,2024-07-10
5791,33,Parkerburgh,Day and Sons,Blue Product,Large,0,44.38,2024-07-29
5792,8,North Bryan,Mitchell-Lopez,Office Product,Small,57,73.41,2025-03-03
5793,50,Mollyburgh,Martinez-Giles,Point Product,Small,135,37.44,2024-09-10
5794,33,Stephenfort,Quinn-Tran,Whether Product,Large,142,29.99,2024-07-18
5795,12,West Michaelberg,Hunt-Tucker,Wall Product,Large,0,83.57,2024-09-29
5796,20,South Rhonda,Hopkins Ltd,Condition Product,Medium,193,24.33,2024-11-21
5797,1,Lake Nancyport,Reeves-Hall,Discover Product,Small,99,84.32,2025-01-14
5798,44,Johnside,Combs Group,Success Product,Large,0,47.29,2024-12-30
5799,25,South Misty,Thornton PLC,Movie Product,Small,0,59.83,2024-12-10
5800,20,New Davidburgh,Bell Ltd,Address Product,Medium,235,94.75,2024-09-02
5801,2,Mendezchester,Cook-Johnson,Past Product,Large,56,7.56,2024-12-10
5802,6,Stephenschester,"West, Reed and Berry",On Product,Large,34,80.56,2025-03-21
5803,44,Samuelshire,Hinton LLC,Up Product,Large,8,13.73,2024-08-04
5804,18,Rhondahaven,"Sanders, Hill and Bryant",Key Product,Medium,213,65.21,2025-01-14
5805,45,Nielsentown,Fitzpatrick-Sanders,Current Product,Large,153,31.96,2024-12-27
5806,6,North Bianca,"West, Reed and Berry",On Product,Large,75,80.56,2024-09-09
5807,23,Alexandrafurt,Sawyer-Lane,Onto Product,Small,197,32.36,2024-10-20
5808,33,New Jessica,Estrada Inc,Yeah Product,Large,44,50.33,2025-03-11
5809,33,Genechester,Vasquez-Jackson,Range Product,Medium,123,30.64,2025-02-13
5810,15,West James,Gentry-Gray,Eight Product,Large,0,41.61,2024-04-08
5811,42,Lake Zachary,Howard Inc,Forget Product,Small,38,5.25,2024-10-31
5812,33,North Toddville,Combs Group,Charge Product,Small,5,43.68,2024-11-09
5813,13,Kevinshire,"Sanchez, Miller and Tucker",Charge Product,Small,108,32.13,2024-06-25
5814,26,East Christopher,Knox Group,Participant Product,Small,57,18.72,2024-05-26
5815,28,North Ryan,Reeves-Hall,Discover Product,Small,214,84.32,2024-05-02
5816,5,Pruittchester,Brown-Marshall,North Product,Medium,196,58.38,2024-08-15
5817,8,Kevinberg,Reynolds-Hill,Member Product,Large,167,9.91,2024-12-12
5818,44,Mcdonaldfort,"Hancock, Peters and Holmes",Oil Product,Medium,0,38.61,2024-08-30
5819,42,Johnsonstad,"Kent, Arias and Smith",Sort Product,Large,81,62.51,2025-02-11
5820,27,New Michaelmouth,Combs Group,Parent Product,Large,0,18.45,2024-11-03
5821,22,New Williamborough,Patterson Inc,Protect Product,Medium,77,46.52,2025-02-27
5822,48,North Bradleystad,"Hamilton, Rivera and Kelley",Draw Product,Small,254,92.65,2025-02-20
5823,25,Richardsborough,Mosley PLC,Artist Product,Small,0,18.73,2024-10-26
5824,42,New Kennethbury,Long Ltd,Beat Product,Large,92,59.07,2024-10-01
5825,37,South Daniel,"Hernandez, Davis and Williams",Little Product,Small,196,60.11,2025-01-28
5826,35,South Cynthiaburgh,Long Ltd,Reveal Product,Medium,0,97.47,2024-07-29
5827,22,Mccarthyview,Sanchez Group,Anything Product,Medium,77,25.46,2025-03-30
5828,18,Lake Traci,Rowe-Lewis,Player Product,Large,59,97.03,2024-09-02
5829,7,North Ann,Reynolds-Hill,Member Product,Large,85,9.91,2025-01-24
5830,4,Port Ashleyfurt,Brennan Group,Certain Product,Large,127,74.01,2024-09-20
5831,3,Lauriebury,"Harrell, Casey and Bates",Trip Product,Large,1,72.68,2024-05-13
5832,15,North Brendamouth,"Massey, Lewis and Walter",Concern Product,Medium,184,32.53,2024-08-06
5833,25,West Michaelhaven,Obrien-Thompson,Player Product,Large,281,48.4,2024-10-21
5834,42,East Beth,"Nguyen, Robinson and Mitchell",Single Product,Small,80,90.69,2024-04-12
5835,9,Charlesmouth,Phillips Inc,Whole Product,Medium,249,70.51,2024-07-27
5836,23,Scottport,Walker Inc,Instead Product,Large,56,91.59,2024-12-05
5837,49,Christinatown,Charles Ltd,Pm Product,Small,0,7.77,2025-02-25
5838,39,West Katiestad,Russell and Sons,Guess Product,Small,146,89.73,2024-10-20
5839,47,New Scott,Dawson Inc,Big Product,Large,137,21.25,2024-09-18
5840,25,Jonesview,Kirk-Perry,Bank Product,Medium,0,22.72,2025-03-31
5841,21,Kathleentown,"Delgado, Green and Wade",They Product,Medium,110,17.65,2024-05-11
5842,16,North Williamfort,Roberts and Sons,After Product,Medium,148,52.93,2024-04-20
5843,28,Loganburgh,Bass and Sons,Organization Product,Large,50,66.97,2024-10-01
5844,48,West Tyler,"George, Macdonald and Harper",Enjoy Product,Small,0,45.23,2025-02-09
5845,11,Port John,Garcia-Ramirez,Pass Product,Small,201,88.63,2024-04-14
5846,34,Maxwellmouth,Archer Group,College Product,Small,136,50.59,2024-07-22
5847,41,Port Mary,Dawson Inc,Contain Product,Small,209,27.35,2024-08-18
